,Time,True_type,Predicted_type,True_zone,Predicted_zone,Depth
4719,53,tuna,tuna,4,4,10
4720,53,salmon,salmon,1,1,20
4721,53,salmon,salmon,2,3,20
4722,53,salmon,None,2,0,20
4723,53,salmon,salmon,3,3,20
4724,53,salmon,None,4,0,20
4725,53,salmon,None,1,0,20
4726,53,salmon,salmon,2,2,20
4727,53,salmon,salmon,1,4,20
4728,53,salmon,None,3,0,20
4729,53,salmon,None,1,0,20
4730,53,salmon,salmon,2,2,20
4731,53,salmon,salmon,1,2,20
4732,53,salmon,None,4,0,20
4733,53,salmon,salmon,3,3,20
4734,53,salmon,None,2,0,20
4735,53,salmon,salmon,1,2,20
4736,53,salmon,salmon,1,4,20
4737,53,salmon,salmon,1,2,20
4738,53,salmon,salmon,1,2,20
4739,53,salmon,None,1,0,20
4740,53,salmon,salmon,1,1,20
4741,53,salmon,salmon,3,4,20
4742,53,salmon,salmon,3,2,20
4743,53,salmon,salmon,3,2,20
4744,53,salmon,salmon,4,4,20
4745,53,salmon,None,4,0,20
4746,53,salmon,tuna,2,0,20
4747,53,salmon,None,3,0,20
4748,53,salmon,None,4,0,20
4749,53,salmon,salmon,4,3,20
4750,53,salmon,tuna,2,3,20
4751,53,salmon,None,1,0,20
4752,53,salmon,salmon,3,3,20
4753,53,salmon,None,3,0,20
4754,53,salmon,None,3,0,20
4755,53,salmon,None,4,0,20
4756,53,salmon,None,1,0,20
4757,53,salmon,None,3,0,20
4758,53,salmon,None,3,0,20
4759,53,salmon,salmon,4,0,20
4760,53,clown,clown,3,0,30
4761,53,clown,clown,2,3,30
4762,53,clown,None,3,0,30
4763,53,clown,clown,3,0,30
4764,53,clown,clown,2,0,30
4765,53,clown,clown,3,3,30
4766,53,clown,salmon,3,3,30
4767,53,clown,clown,3,3,30
4768,53,clown,None,2,0,30
4769,53,clown,None,2,0,30
4770,54,tuna,tuna,1,0,10
4771,54,tuna,None,1,0,10
4772,54,tuna,None,4,0,10
4773,54,tuna,None,1,0,10
4774,54,tuna,None,3,0,10
4775,54,tuna,None,3,0,10
4776,54,tuna,salmon,1,2,10
4777,54,tuna,None,1,0,10
4778,54,tuna,None,1,0,10
4779,54,tuna,tuna,1,1,10
4780,54,tuna,None,1,0,10
4781,54,tuna,None,4,0,10
4782,54,tuna,None,3,0,10
4783,54,tuna,None,4,0,10
4784,54,tuna,None,1,0,10
4785,54,tuna,tuna,2,2,10
4786,54,tuna,tuna,4,4,10
4787,54,tuna,None,3,0,10
4788,54,tuna,tuna,1,1,10
4789,54,tuna,None,1,0,10
4790,54,tuna,None,4,0,10
4791,54,tuna,None,3,0,10
4792,54,tuna,None,3,0,10
4793,54,tuna,tuna,4,4,10
4794,54,tuna,None,1,0,10
4795,54,tuna,None,4,0,10
4796,54,tuna,tuna,3,3,10
4797,54,tuna,None,3,0,10
4798,54,tuna,None,3,0,10
4799,54,tuna,None,4,0,10
4800,54,tuna,None,1,0,10
4801,54,tuna,tuna,3,2,10
4802,54,tuna,None,2,0,10
4803,54,tuna,tuna,3,3,10
4804,54,tuna,None,1,0,10
4805,54,tuna,None,3,0,10
4806,54,tuna,None,1,0,10
4807,54,tuna,tuna,1,1,10
4808,54,tuna,tuna,3,0,10
4809,54,tuna,tuna,4,4,10
4810,54,salmon,salmon,1,1,20
4811,54,salmon,salmon,2,3,20
4812,54,salmon,None,2,0,20
4813,54,salmon,salmon,3,3,20
4814,54,salmon,None,4,0,20
4815,54,salmon,None,1,0,20
4816,54,salmon,salmon,2,2,20
4817,54,salmon,salmon,1,4,20
4818,54,salmon,None,3,0,20
4819,54,salmon,None,1,0,20
4820,54,salmon,salmon,2,2,20
4821,54,salmon,salmon,1,2,20
4822,54,salmon,None,4,0,20
4823,54,salmon,salmon,3,3,20
4824,54,salmon,None,2,0,20
4825,54,salmon,salmon,1,2,20
4826,54,salmon,salmon,1,4,20
4827,54,salmon,salmon,1,2,20
4828,54,salmon,salmon,1,2,20
4829,54,salmon,None,1,0,20
4830,54,salmon,salmon,1,1,20
4831,54,salmon,salmon,3,4,20
4832,54,salmon,salmon,3,2,20
4833,54,salmon,salmon,3,2,20
4834,54,salmon,salmon,4,4,20
4835,54,salmon,None,4,0,20
4836,54,salmon,tuna,2,0,20
4837,54,salmon,None,3,0,20
4838,54,salmon,None,4,0,20
4839,54,salmon,salmon,4,3,20
4840,54,salmon,tuna,2,3,20
4841,54,salmon,None,1,0,20
4842,54,salmon,salmon,3,3,20
4843,54,salmon,None,3,0,20
4844,54,salmon,None,3,0,20
4845,54,salmon,None,4,0,20
4846,54,salmon,None,1,0,20
4847,54,salmon,None,3,0,20
4848,54,salmon,None,3,0,20
4849,54,salmon,salmon,4,0,20
4850,54,clown,clown,3,0,30
4851,54,clown,clown,2,3,30
4852,54,clown,None,3,0,30
4853,54,clown,clown,3,0,30
4854,54,clown,clown,2,0,30
4855,54,clown,clown,3,3,30
4856,54,clown,salmon,3,3,30
4857,54,clown,clown,3,3,30
4858,54,clown,None,2,0,30
4859,54,clown,None,2,0,30
4860,55,tuna,tuna,1,0,10
4861,55,tuna,None,1,0,10
4862,55,tuna,None,4,0,10
4863,55,tuna,None,1,0,10
4864,55,tuna,None,3,0,10
4865,55,tuna,None,3,0,10
4866,55,tuna,salmon,1,2,10
4867,55,tuna,None,1,0,10
4868,55,tuna,None,1,0,10
4869,55,tuna,tuna,1,1,10
4870,55,tuna,None,1,0,10
4871,55,tuna,None,4,0,10
4872,55,tuna,None,3,0,10
4873,55,tuna,None,4,0,10
4874,55,tuna,None,1,0,10
4875,55,tuna,tuna,2,2,10
4876,55,tuna,tuna,4,4,10
4877,55,tuna,None,3,0,10
4878,55,tuna,tuna,1,1,10
4879,55,tuna,None,1,0,10
4880,55,tuna,None,4,0,10
4881,55,tuna,None,3,0,10
4882,55,tuna,None,3,0,10
4883,55,tuna,tuna,4,4,10
4884,55,tuna,None,1,0,10
4885,55,tuna,None,4,0,10
4886,55,tuna,tuna,3,4,10
4887,55,tuna,None,3,0,10
4888,55,tuna,None,3,0,10
4889,55,tuna,None,4,0,10
4890,55,tuna,None,1,0,10
4891,55,tuna,tuna,3,2,10
4892,55,tuna,None,2,0,10
4893,55,tuna,tuna,3,3,10
4894,55,tuna,None,1,0,10
4895,55,tuna,None,3,0,10
4896,55,tuna,None,1,0,10
4897,55,tuna,tuna,1,1,10
4898,55,tuna,tuna,3,0,10
4899,55,tuna,tuna,4,4,10
4900,55,salmon,salmon,1,1,20
4901,55,salmon,salmon,2,3,20
4902,55,salmon,None,2,0,20
4903,55,salmon,salmon,3,3,20
4904,55,salmon,None,4,0,20
4905,55,salmon,None,1,0,20
4906,55,salmon,salmon,2,2,20
4907,55,salmon,salmon,1,4,20
4908,55,salmon,None,3,0,20
4909,55,salmon,None,1,0,20
4910,55,salmon,salmon,2,2,20
4911,55,salmon,salmon,1,2,20
4912,55,salmon,None,4,0,20
4913,55,salmon,salmon,3,3,20
4914,55,salmon,None,2,0,20
4915,55,salmon,salmon,1,2,20
4916,55,salmon,salmon,1,4,20
4917,55,salmon,salmon,1,2,20
4918,55,salmon,salmon,1,2,20
4919,55,salmon,None,1,0,20
4920,55,salmon,salmon,1,1,20
4921,55,salmon,salmon,3,4,20
4922,55,salmon,salmon,3,2,20
4923,55,salmon,salmon,3,2,20
4924,55,salmon,salmon,4,4,20
4925,55,salmon,None,4,0,20
4926,55,salmon,tuna,2,0,20
4927,55,salmon,None,3,0,20
4928,55,salmon,None,4,0,20
4929,55,salmon,salmon,4,3,20
4930,55,salmon,tuna,2,3,20
4931,55,salmon,None,1,0,20
4932,55,salmon,salmon,3,3,20
4933,55,salmon,None,3,0,20
4934,55,salmon,None,3,0,20
4935,55,salmon,None,4,0,20
4936,55,salmon,None,1,0,20
4937,55,salmon,None,3,0,20
4938,55,salmon,None,3,0,20
4939,55,salmon,salmon,4,0,20
4940,55,clown,clown,3,0,30
4941,55,clown,clown,2,3,30
4942,55,clown,None,3,0,30
4943,55,clown,clown,3,0,30
4944,55,clown,clown,2,0,30
4945,55,clown,clown,3,3,30
4946,55,clown,salmon,3,3,30
4947,55,clown,clown,3,3,30
4948,55,clown,None,2,0,30
4949,55,clown,None,2,0,30
4950,56,tuna,tuna,1,0,10
4951,56,tuna,None,1,0,10
4952,56,tuna,None,4,0,10
4953,56,tuna,None,1,0,10
4954,56,tuna,None,3,0,10
4955,56,tuna,None,3,0,10
4956,56,tuna,salmon,1,2,10
4957,56,tuna,None,1,0,10
4958,56,tuna,None,1,0,10
4959,56,tuna,tuna,1,1,10
4960,56,tuna,None,1,0,10
4961,56,tuna,None,4,0,10
4962,56,tuna,None,3,0,10
4963,56,tuna,None,4,0,10
4964,56,tuna,None,1,0,10
4965,56,tuna,tuna,2,2,10
4966,56,tuna,tuna,4,4,10
4967,56,tuna,None,4,0,10
4968,56,tuna,tuna,1,1,10
4969,56,tuna,None,1,0,10
4970,56,tuna,None,4,0,10
4971,56,tuna,None,3,0,10
4972,56,tuna,None,3,0,10
4973,56,tuna,tuna,4,4,10
4974,56,tuna,None,1,0,10
4975,56,tuna,None,4,0,10
4976,56,tuna,tuna,4,4,10
4977,56,tuna,None,3,0,10
4978,56,tuna,None,3,0,10
4979,56,tuna,None,4,0,10
4980,56,tuna,None,1,0,10
4981,56,tuna,tuna,3,2,10
4982,56,tuna,None,2,0,10
4983,56,tuna,tuna,3,3,10
4984,56,tuna,None,1,0,10
4985,56,tuna,None,3,0,10
4986,56,tuna,None,1,0,10
4987,56,tuna,tuna,1,1,10
4988,56,tuna,tuna,3,0,10
4989,56,tuna,tuna,4,4,10
4990,56,salmon,salmon,1,1,20
4991,56,salmon,salmon,2,3,20
4992,56,salmon,None,2,0,20
4993,56,salmon,salmon,3,3,20
4994,56,salmon,None,4,0,20
4995,56,salmon,None,1,0,20
4996,56,salmon,salmon,2,2,20
4997,56,salmon,salmon,1,4,20
4998,56,salmon,None,3,0,20
4999,56,salmon,None,1,0,20
5000,56,salmon,salmon,2,2,20
5001,56,salmon,salmon,1,2,20
5002,56,salmon,None,4,0,20
5003,56,salmon,salmon,3,3,20
5004,56,salmon,None,2,0,20
5005,56,salmon,salmon,1,2,20
5006,56,salmon,salmon,1,4,20
5007,56,salmon,salmon,1,2,20
5008,56,salmon,salmon,1,2,20
5009,56,salmon,None,1,0,20
5010,56,salmon,salmon,1,1,20
5011,56,salmon,salmon,3,4,20
5012,56,salmon,salmon,3,2,20
5013,56,salmon,salmon,3,2,20
5014,56,salmon,salmon,4,4,20
5015,56,salmon,None,4,0,20
5016,56,salmon,tuna,2,0,20
5017,56,salmon,None,3,0,20
5018,56,salmon,None,4,0,20
5019,56,salmon,salmon,4,3,20
5020,56,salmon,tuna,2,3,20
5021,56,salmon,None,1,0,20
5022,56,salmon,salmon,3,3,20
5023,56,salmon,None,3,0,20
5024,56,salmon,None,3,0,20
5025,56,salmon,None,4,0,20
5026,56,salmon,None,1,0,20
5027,56,salmon,None,3,0,20
5028,56,salmon,None,3,0,20
5029,56,salmon,salmon,4,0,20
5030,56,clown,clown,3,0,30
5031,56,clown,clown,2,3,30
5032,56,clown,None,3,0,30
5033,56,clown,clown,3,0,30
5034,56,clown,clown,2,0,30
5035,56,clown,clown,3,3,30
5036,56,clown,salmon,3,3,30
5037,56,clown,clown,3,3,30
5038,56,clown,None,2,0,30
5039,56,clown,None,2,0,30
5040,57,tuna,tuna,1,0,10
5041,57,tuna,None,1,0,10
5042,57,tuna,None,4,0,10
5043,57,tuna,None,1,0,10
5044,57,tuna,None,3,0,10
5045,57,tuna,None,3,0,10
5046,57,tuna,salmon,1,2,10
5047,57,tuna,None,1,0,10
5048,57,tuna,None,1,0,10
5049,57,tuna,tuna,1,1,10
5050,57,tuna,None,1,0,10
5051,57,tuna,None,4,0,10
5052,57,tuna,None,3,0,10
5053,57,tuna,None,4,0,10
5054,57,tuna,None,1,0,10
5055,57,tuna,tuna,2,2,10
5056,57,tuna,tuna,4,4,10
5057,57,tuna,None,4,0,10
5058,57,tuna,tuna,1,1,10
5059,57,tuna,None,1,0,10
5060,57,tuna,None,4,0,10
5061,57,tuna,None,3,0,10
5062,57,tuna,None,3,0,10
5063,57,tuna,tuna,4,4,10
5064,57,tuna,None,1,0,10
5065,57,tuna,None,4,0,10
5066,57,tuna,tuna,4,4,10
5067,57,tuna,None,3,0,10
5068,57,tuna,None,3,0,10
5069,57,tuna,None,4,0,10
5070,57,tuna,None,1,0,10
5071,57,tuna,tuna,3,2,10
5072,57,tuna,None,2,0,10
5073,57,tuna,tuna,3,3,10
5074,57,tuna,None,1,0,10
5075,57,tuna,None,3,0,10
5076,57,tuna,None,1,0,10
5077,57,tuna,tuna,1,1,10
5078,57,tuna,tuna,3,0,10
5079,57,tuna,tuna,4,4,10
5080,57,salmon,salmon,1,1,20
5081,57,salmon,salmon,2,3,20
5082,57,salmon,None,2,0,20
5083,57,salmon,salmon,2,3,20
5084,57,salmon,None,4,0,20
5085,57,salmon,None,1,0,20
5086,57,salmon,salmon,2,2,20
5087,57,salmon,salmon,1,4,20
5088,57,salmon,None,3,0,20
5089,57,salmon,None,1,0,20
5090,57,salmon,salmon,2,2,20
5091,57,salmon,salmon,1,2,20
5092,57,salmon,None,4,0,20
5093,57,salmon,salmon,3,3,20
5094,57,salmon,None,2,0,20
5095,57,salmon,salmon,1,2,20
5096,57,salmon,salmon,1,4,20
5097,57,salmon,salmon,1,2,20
5098,57,salmon,salmon,1,2,20
5099,57,salmon,None,1,0,20
5100,57,salmon,salmon,1,1,20
5101,57,salmon,salmon,3,4,20
5102,57,salmon,salmon,3,2,20
5103,57,salmon,salmon,3,2,20
5104,57,salmon,salmon,4,4,20
5105,57,salmon,None,4,0,20
5106,57,salmon,tuna,2,0,20
5107,57,salmon,None,3,0,20
5108,57,salmon,None,4,0,20
5109,57,salmon,salmon,4,3,20
5110,57,salmon,tuna,2,3,20
5111,57,salmon,None,1,0,20
5112,57,salmon,salmon,3,3,20
5113,57,salmon,None,3,0,20
5114,57,salmon,None,3,0,20
5115,57,salmon,salmon,4,1,20
5116,57,salmon,None,1,0,20
5117,57,salmon,None,3,0,20
5118,57,salmon,None,3,0,20
5119,57,salmon,salmon,4,0,20
5120,57,clown,clown,3,0,30
5121,57,clown,clown,2,3,30
5122,57,clown,None,3,0,30
5123,57,clown,clown,3,0,30
5124,57,clown,clown,2,0,30
5125,57,clown,clown,3,3,30
5126,57,clown,salmon,3,3,30
5127,57,clown,clown,3,3,30
5128,57,clown,None,2,0,30
5129,57,clown,None,2,0,30
5130,58,tuna,tuna,1,0,10
5131,58,tuna,None,1,0,10
5132,58,tuna,None,4,0,10
5133,58,tuna,None,1,0,10
5134,58,tuna,None,3,0,10
5135,58,tuna,None,3,0,10
5136,58,tuna,salmon,1,2,10
5137,58,tuna,None,1,0,10
5138,58,tuna,None,1,0,10
5139,58,tuna,tuna,1,1,10
5140,58,tuna,None,1,0,10
5141,58,tuna,None,4,0,10
5142,58,tuna,None,3,0,10
5143,58,tuna,None,4,0,10
5144,58,tuna,None,1,0,10
5145,58,tuna,tuna,2,2,10
5146,58,tuna,tuna,4,4,10
5147,58,tuna,None,4,0,10
5148,58,tuna,tuna,1,1,10
5149,58,tuna,None,1,0,10
5150,58,tuna,None,4,0,10
5151,58,tuna,None,3,0,10
5152,58,tuna,None,3,0,10
5153,58,tuna,tuna,4,4,10
5154,58,tuna,None,1,0,10
5155,58,tuna,None,4,0,10
5156,58,tuna,tuna,4,4,10
5157,58,tuna,None,3,0,10
5158,58,tuna,None,3,0,10
5159,58,tuna,None,4,0,10
5160,58,tuna,None,1,0,10
5161,58,tuna,tuna,3,2,10
5162,58,tuna,None,3,0,10
5163,58,tuna,tuna,3,3,10
5164,58,tuna,None,1,0,10
5165,58,tuna,None,3,0,10
5166,58,tuna,None,1,0,10
5167,58,tuna,tuna,1,1,10
5168,58,tuna,tuna,3,0,10
5169,58,tuna,tuna,4,4,10
5170,58,salmon,salmon,1,1,20
5171,58,salmon,salmon,2,3,20
5172,58,salmon,None,2,0,20
5173,58,salmon,salmon,3,3,20
5174,58,salmon,None,4,0,20
5175,58,salmon,None,1,0,20
5176,58,salmon,salmon,2,2,20
5177,58,salmon,salmon,1,4,20
5178,58,salmon,None,3,0,20
5179,58,salmon,None,1,0,20
5180,58,salmon,salmon,2,2,20
5181,58,salmon,salmon,1,2,20
5182,58,salmon,None,4,0,20
5183,58,salmon,salmon,3,3,20
5184,58,salmon,None,2,0,20
5185,58,salmon,salmon,1,2,20
5186,58,salmon,salmon,1,4,20
5187,58,salmon,salmon,1,2,20
5188,58,salmon,salmon,1,2,20
5189,58,salmon,None,1,0,20
5190,58,salmon,salmon,1,1,20
5191,58,salmon,salmon,3,4,20
5192,58,salmon,salmon,3,2,20
5193,58,salmon,salmon,3,2,20
5194,58,salmon,salmon,4,4,20
5195,58,salmon,None,4,0,20
5196,58,salmon,tuna,2,0,20
5197,58,salmon,None,3,0,20
5198,58,salmon,None,4,0,20
5199,58,salmon,salmon,4,3,20
5200,58,salmon,tuna,2,3,20
5201,58,salmon,None,1,0,20
5202,58,salmon,salmon,3,3,20
5203,58,salmon,None,3,0,20
5204,58,salmon,None,3,0,20
5205,58,salmon,salmon,4,1,20
5206,58,salmon,None,1,0,20
5207,58,salmon,None,3,0,20
5208,58,salmon,None,3,0,20
5209,58,salmon,salmon,4,0,20
5210,58,clown,clown,3,0,30
5211,58,clown,clown,2,3,30
5212,58,clown,None,3,0,30
5213,58,clown,clown,3,0,30
5214,58,clown,clown,2,0,30
5215,58,clown,clown,3,3,30
5216,58,clown,salmon,3,3,30
5217,58,clown,clown,3,3,30
5218,58,clown,None,3,0,30
5219,58,clown,None,2,0,30
5220,59,tuna,tuna,1,0,10
5221,59,tuna,None,1,0,10
5222,59,tuna,None,4,0,10
5223,59,tuna,None,1,0,10
5224,59,tuna,None,3,0,10
5225,59,tuna,None,3,0,10
5226,59,tuna,salmon,1,2,10
5227,59,tuna,None,1,0,10
5228,59,tuna,None,1,0,10
5229,59,tuna,tuna,1,1,10
5230,59,tuna,None,1,0,10
5231,59,tuna,None,4,0,10
5232,59,tuna,None,3,0,10
5233,59,tuna,None,4,0,10
5234,59,tuna,None,1,0,10
5235,59,tuna,tuna,2,2,10
5236,59,tuna,tuna,4,4,10
5237,59,tuna,None,4,0,10
5238,59,tuna,tuna,1,1,10
5239,59,tuna,None,1,0,10
5240,59,tuna,None,4,0,10
5241,59,tuna,None,3,0,10
5242,59,tuna,None,3,0,10
5243,59,tuna,tuna,4,4,10
5244,59,tuna,None,1,0,10
5245,59,tuna,None,4,0,10
5246,59,tuna,tuna,4,4,10
5247,59,tuna,None,3,0,10
5248,59,tuna,None,3,0,10
5249,59,tuna,None,4,0,10
5250,59,tuna,None,1,0,10
5251,59,tuna,tuna,3,2,10
5252,59,tuna,None,3,0,10
5253,59,tuna,tuna,3,3,10
5254,59,tuna,None,1,0,10
5255,59,tuna,None,3,0,10
5256,59,tuna,None,1,0,10
5257,59,tuna,tuna,1,1,10
5258,59,tuna,tuna,3,0,10
5259,59,tuna,tuna,4,4,10
5260,59,salmon,salmon,1,1,20
5261,59,salmon,salmon,2,3,20
5262,59,salmon,None,2,0,20
5263,59,salmon,salmon,3,3,20
5264,59,salmon,None,4,0,20
5265,59,salmon,None,1,0,20
5266,59,salmon,salmon,2,2,20
5267,59,salmon,salmon,4,4,20
5268,59,salmon,None,3,0,20
5269,59,salmon,None,1,0,20
5270,59,salmon,salmon,2,2,20
5271,59,salmon,salmon,1,2,20
5272,59,salmon,None,4,0,20
5273,59,salmon,salmon,3,3,20
5274,59,salmon,None,2,0,20
5275,59,salmon,salmon,1,2,20
5276,59,salmon,salmon,1,4,20
5277,59,salmon,salmon,1,2,20
5278,59,salmon,salmon,1,2,20
5279,59,salmon,None,1,0,20
5280,59,salmon,salmon,1,1,20
5281,59,salmon,salmon,3,4,20
5282,59,salmon,salmon,3,2,20
5283,59,salmon,salmon,3,2,20
5284,59,salmon,salmon,4,4,20
5285,59,salmon,None,4,0,20
5286,59,salmon,tuna,2,0,20
5287,59,salmon,None,3,0,20
5288,59,salmon,None,4,0,20
5289,59,salmon,salmon,4,3,20
5290,59,salmon,tuna,2,3,20
5291,59,salmon,None,1,0,20
5292,59,salmon,salmon,3,3,20
5293,59,salmon,None,3,0,20
5294,59,salmon,None,3,0,20
5295,59,salmon,salmon,1,1,20
5296,59,salmon,None,1,0,20
5297,59,salmon,None,3,0,20
5298,59,salmon,None,3,0,20
5299,59,salmon,salmon,4,0,20
5300,59,clown,clown,3,0,30
5301,59,clown,clown,2,3,30
5302,59,clown,None,3,0,30
5303,59,clown,clown,3,0,30
5304,59,clown,clown,2,0,30
5305,59,clown,clown,3,3,30
5306,59,clown,salmon,3,3,30
5307,59,clown,clown,3,3,30
5308,59,clown,None,3,0,30
5309,59,clown,None,2,0,30
5310,60,tuna,tuna,1,0,10
5311,60,tuna,None,1,0,10
5312,60,tuna,None,4,0,10
5313,60,tuna,None,1,0,10
5314,60,tuna,None,3,0,10
5315,60,tuna,None,3,0,10
5316,60,tuna,salmon,1,2,10
5317,60,tuna,None,1,0,10
5318,60,tuna,None,1,0,10
5319,60,tuna,tuna,1,1,10
5320,60,tuna,None,1,0,10
5321,60,tuna,None,4,0,10
5322,60,tuna,None,3,0,10
5323,60,tuna,None,4,0,10
5324,60,tuna,None,1,0,10
5325,60,tuna,tuna,2,2,10
5326,60,tuna,tuna,4,4,10
5327,60,tuna,None,4,0,10
5328,60,tuna,tuna,1,1,10
5329,60,tuna,None,1,0,10
5330,60,tuna,None,4,0,10
5331,60,tuna,None,3,0,10
5332,60,tuna,None,3,0,10
5333,60,tuna,tuna,4,4,10
5334,60,tuna,None,1,0,10
5335,60,tuna,None,4,0,10
5336,60,tuna,tuna,4,4,10
5337,60,tuna,None,3,0,10
5338,60,tuna,None,3,0,10
5339,60,tuna,None,4,0,10
5340,60,tuna,None,1,0,10
5341,60,tuna,tuna,3,2,10
5342,60,tuna,None,3,0,10
5343,60,tuna,tuna,3,4,10
5344,60,tuna,None,1,0,10
5345,60,tuna,None,3,0,10
5346,60,tuna,None,1,0,10
5347,60,tuna,tuna,1,1,10
5348,60,tuna,tuna,3,0,10
5349,60,tuna,tuna,4,4,10
5350,60,salmon,salmon,1,1,20
5351,60,salmon,salmon,2,3,20
5352,60,salmon,None,2,0,20
5353,60,salmon,salmon,3,3,20
5354,60,salmon,None,4,0,20
5355,60,salmon,None,1,0,20
5356,60,salmon,salmon,2,2,20
5357,60,salmon,salmon,4,4,20
5358,60,salmon,None,3,0,20
5359,60,salmon,None,1,0,20
5360,60,salmon,salmon,2,2,20
5361,60,salmon,salmon,1,2,20
5362,60,salmon,None,4,0,20
5363,60,salmon,salmon,3,3,20
5364,60,salmon,None,2,0,20
5365,60,salmon,salmon,1,2,20
5366,60,salmon,salmon,1,4,20
5367,60,salmon,salmon,1,2,20
5368,60,salmon,salmon,1,2,20
5369,60,salmon,None,1,0,20
5370,60,salmon,salmon,1,1,20
5371,60,salmon,salmon,3,4,20
5372,60,salmon,salmon,3,2,20
5373,60,salmon,salmon,3,2,20
5374,60,salmon,salmon,4,4,20
5375,60,salmon,None,4,0,20
5376,60,salmon,tuna,2,0,20
5377,60,salmon,None,3,0,20
5378,60,salmon,None,4,0,20
5379,60,salmon,salmon,4,3,20
5380,60,salmon,tuna,2,3,20
5381,60,salmon,None,1,0,20
5382,60,salmon,salmon,3,3,20
5383,60,salmon,None,3,0,20
5384,60,salmon,None,3,0,20
5385,60,salmon,salmon,1,1,20
5386,60,salmon,None,1,0,20
5387,60,salmon,None,3,0,20
5388,60,salmon,None,3,0,20
5389,60,salmon,salmon,4,0,20
5390,60,clown,clown,3,0,30
5391,60,clown,clown,2,3,30
5392,60,clown,None,3,0,30
5393,60,clown,clown,3,0,30
5394,60,clown,clown,2,0,30
5395,60,clown,clown,3,3,30
5396,60,clown,salmon,3,3,30
5397,60,clown,clown,3,3,30
5398,60,clown,None,3,0,30
5399,60,clown,None,2,0,30
5400,61,tuna,tuna,1,0,10
5401,61,tuna,None,1,0,10
5402,61,tuna,None,4,0,10
5403,61,tuna,None,1,0,10
5404,61,tuna,None,3,0,10
5405,61,tuna,None,3,0,10
5406,61,tuna,salmon,1,2,10
5407,61,tuna,None,1,0,10
5408,61,tuna,None,1,0,10
5409,61,tuna,tuna,1,1,10
5410,61,tuna,None,1,0,10
5411,61,tuna,None,4,0,10
5412,61,tuna,None,3,0,10
5413,61,tuna,None,4,0,10
5414,61,tuna,None,1,0,10
5415,61,tuna,tuna,2,2,10
5416,61,tuna,tuna,4,4,10
5417,61,tuna,None,4,0,10
5418,61,tuna,tuna,1,1,10
5419,61,tuna,None,1,0,10
5420,61,tuna,None,4,0,10
5421,61,tuna,None,3,0,10
5422,61,tuna,None,3,0,10
5423,61,tuna,tuna,4,4,10
5424,61,tuna,None,1,0,10
5425,61,tuna,None,4,0,10
5426,61,tuna,tuna,4,4,10
5427,61,tuna,None,3,0,10
5428,61,tuna,None,3,0,10
5429,61,tuna,None,4,0,10
5430,61,tuna,None,1,0,10
5431,61,tuna,tuna,3,2,10
5432,61,tuna,None,3,0,10
5433,61,tuna,tuna,4,4,10
5434,61,tuna,None,1,0,10
5435,61,tuna,None,3,0,10
5436,61,tuna,None,1,0,10
5437,61,tuna,tuna,1,1,10
5438,61,tuna,tuna,3,0,10
5439,61,tuna,tuna,4,4,10
5440,61,salmon,salmon,1,1,20
5441,61,salmon,salmon,2,3,20
5442,61,salmon,None,2,0,20
5443,61,salmon,salmon,2,3,20
5444,61,salmon,None,4,0,20
5445,61,salmon,None,1,0,20
5446,61,salmon,salmon,2,2,20
5447,61,salmon,salmon,1,4,20
5448,61,salmon,None,3,0,20
5449,61,salmon,None,1,0,20
5450,61,salmon,salmon,2,2,20
5451,61,salmon,salmon,1,2,20
5452,61,salmon,None,4,0,20
5453,61,salmon,salmon,3,3,20
5454,61,salmon,None,2,0,20
5455,61,salmon,salmon,1,2,20
5456,61,salmon,salmon,1,4,20
5457,61,salmon,salmon,1,2,20
5458,61,salmon,salmon,1,2,20
5459,61,salmon,None,1,0,20
5460,61,salmon,salmon,1,1,20
5461,61,salmon,salmon,3,4,20
5462,61,salmon,salmon,3,2,20
5463,61,salmon,salmon,3,2,20
5464,61,salmon,salmon,4,4,20
5465,61,salmon,None,4,0,20
5466,61,salmon,tuna,2,0,20
5467,61,salmon,None,3,0,20
5468,61,salmon,clown,4,1,20
5469,61,salmon,salmon,4,3,20
5470,61,salmon,tuna,2,3,20
5471,61,salmon,None,1,0,20
5472,61,salmon,salmon,3,3,20
5473,61,salmon,None,3,0,20
5474,61,salmon,None,3,0,20
5475,61,salmon,salmon,1,1,20
5476,61,salmon,None,1,0,20
5477,61,salmon,None,3,0,20
5478,61,salmon,None,3,0,20
5479,61,salmon,salmon,4,0,20
5480,61,clown,clown,3,0,30
5481,61,clown,clown,2,3,30
5482,61,clown,None,3,0,30
5483,61,clown,clown,3,0,30
5484,61,clown,clown,2,0,30
5485,61,clown,clown,3,3,30
5486,61,clown,salmon,3,3,30
5487,61,clown,clown,3,3,30
5488,61,clown,None,3,0,30
5489,61,clown,None,2,0,30
5490,62,tuna,tuna,1,0,10
5491,62,tuna,None,1,0,10
5492,62,tuna,None,4,0,10
5493,62,tuna,None,1,0,10
5494,62,tuna,None,3,0,10
5495,62,tuna,None,3,0,10
5496,62,tuna,salmon,1,2,10
5497,62,tuna,None,1,0,10
5498,62,tuna,None,1,0,10
5499,62,tuna,tuna,1,1,10
5500,62,tuna,None,1,0,10
5501,62,tuna,None,4,0,10
5502,62,tuna,None,3,0,10
5503,62,tuna,None,4,0,10
5504,62,tuna,None,1,0,10
