,Time,Type,Zone1,Zone2,Zone3
1,147,Salmon,14.0,-27.0,13.0
2,147,Clown,10.0,-11.0,1.0
0,148,Tuna,3.0,-6.0,3.0
1,148,Salmon,14.0,-27.0,13.0
2,148,Clown,10.0,-11.0,1.0
0,149,Tuna,3.0,-6.0,3.0
1,149,Salmon,14.0,-27.0,13.0
2,149,Clown,10.0,-11.0,1.0
0,150,Tuna,3.0,-6.0,3.0
1,150,Salmon,14.0,-27.0,13.0
2,150,Clown,10.0,-11.0,1.0
0,151,Tuna,3.0,-6.0,3.0
1,151,Salmon,15.0,-29.0,14.0
2,151,Clown,10.0,-10.0,0.0
0,152,Tuna,3.0,-6.0,3.0
1,152,Salmon,15.0,-28.0,13.0
2,152,Clown,10.0,-10.0,0.0
0,153,Tuna,2.0,-5.0,3.0
1,153,Salmon,16.0,-29.0,13.0
2,153,Clown,10.0,-10.0,0.0
0,154,Tuna,2.0,-5.0,3.0
1,154,Salmon,16.0,-29.0,13.0
2,154,Clown,10.0,-10.0,0.0
0,155,Tuna,2.0,-5.0,3.0
1,155,Salmon,16.0,-29.0,13.0
2,155,Clown,10.0,-10.0,0.0
0,156,Tuna,2.0,-5.0,3.0
1,156,Salmon,16.0,-28.0,12.0
2,156,Clown,10.0,-10.0,0.0
0,157,Tuna,2.0,-5.0,3.0
1,157,Salmon,18.0,-30.0,12.0
2,157,Clown,10.0,-10.0,0.0
0,158,Tuna,2.0,-5.0,3.0
1,158,Salmon,18.0,-30.0,12.0
2,158,Clown,10.0,-10.0,0.0
0,159,Tuna,2.0,-5.0,3.0
1,159,Salmon,18.0,-30.0,12.0
2,159,Clown,10.0,-10.0,0.0
0,160,Tuna,2.0,-5.0,3.0
1,160,Salmon,18.0,-31.0,13.0
2,160,Clown,9.0,-9.0,0.0
0,161,Tuna,2.0,-5.0,3.0
1,161,Salmon,18.0,-30.0,12.0
2,161,Clown,9.0,-9.0,0.0
0,162,Tuna,2.0,-5.0,3.0
1,162,Salmon,19.0,-31.0,12.0
2,162,Clown,8.0,-8.0,0.0
0,163,Tuna,2.0,-5.0,3.0
1,163,Salmon,19.0,-31.0,12.0
2,163,Clown,8.0,-8.0,0.0
0,164,Tuna,1.0,-4.0,3.0
1,164,Salmon,20.0,-32.0,12.0
2,164,Clown,8.0,-8.0,0.0
0,165,Tuna,1.0,-4.0,3.0
1,165,Salmon,20.0,-32.0,12.0
2,165,Clown,8.0,-8.0,0.0
0,166,Tuna,1.0,-4.0,3.0
1,166,Salmon,20.0,-32.0,12.0
2,166,Clown,8.0,-8.0,0.0
0,167,Tuna,1.0,-4.0,3.0
1,167,Salmon,20.0,-33.0,13.0
2,167,Clown,8.0,-8.0,0.0
0,168,Tuna,1.0,-4.0,3.0
1,168,Salmon,20.0,-33.0,13.0
2,168,Clown,8.0,-8.0,0.0
0,169,Tuna,1.0,-4.0,3.0
1,169,Salmon,22.0,-35.0,13.0
2,169,Clown,8.0,-8.0,0.0
0,170,Tuna,1.0,-4.0,3.0
1,170,Salmon,21.0,-35.0,14.0
2,170,Clown,8.0,-8.0,0.0
0,171,Tuna,1.0,-4.0,3.0
1,171,Salmon,21.0,-35.0,14.0
2,171,Clown,8.0,-8.0,0.0
0,172,Tuna,1.0,-4.0,3.0
1,172,Salmon,21.0,-35.0,14.0
2,172,Clown,8.0,-8.0,0.0
0,173,Tuna,1.0,-4.0,3.0
1,173,Salmon,21.0,-36.0,15.0
2,173,Clown,8.0,-8.0,0.0
0,174,Tuna,0.0,-3.0,3.0
1,174,Salmon,21.0,-35.0,14.0
2,174,Clown,8.0,-8.0,0.0
0,175,Tuna,0.0,-3.0,3.0
1,175,Salmon,21.0,-36.0,15.0
2,175,Clown,8.0,-8.0,0.0
0,176,Tuna,0.0,-3.0,3.0
1,176,Salmon,22.0,-37.0,15.0
2,176,Clown,9.0,-9.0,0.0
0,177,Tuna,-1.0,-2.0,3.0
1,177,Salmon,22.0,-37.0,15.0
2,177,Clown,9.0,-9.0,0.0
0,178,Tuna,0.0,-3.0,3.0
1,178,Salmon,23.0,-38.0,15.0
2,178,Clown,10.0,-10.0,0.0
0,179,Tuna,0.0,-3.0,3.0
1,179,Salmon,23.0,-37.0,14.0
2,179,Clown,10.0,-10.0,0.0
0,180,Tuna,0.0,-3.0,3.0
1,180,Salmon,23.0,-37.0,14.0
2,180,Clown,11.0,-11.0,0.0
0,181,Tuna,-1.0,-2.0,3.0
1,181,Salmon,25.0,-38.0,13.0
2,181,Clown,11.0,-11.0,0.0
0,182,Tuna,-1.0,-2.0,3.0
1,182,Salmon,26.0,-39.0,13.0
2,182,Clown,11.0,-11.0,0.0
0,183,Tuna,-2.0,-1.0,3.0
1,183,Salmon,26.0,-39.0,13.0
2,183,Clown,11.0,-11.0,0.0
0,184,Tuna,-2.0,0.0,2.0
1,184,Salmon,26.0,-39.0,13.0
2,184,Clown,11.0,-11.0,0.0
0,185,Tuna,-1.0,-1.0,2.0
1,185,Salmon,27.0,-40.0,13.0
2,185,Clown,11.0,-11.0,0.0
0,186,Tuna,0.0,-3.0,3.0
1,186,Salmon,28.0,-41.0,13.0
2,186,Clown,11.0,-11.0,0.0
0,187,Tuna,0.0,-3.0,3.0
1,187,Salmon,28.0,-41.0,13.0
2,187,Clown,11.0,-11.0,0.0
0,188,Tuna,0.0,-3.0,3.0
1,188,Salmon,28.0,-41.0,13.0
2,188,Clown,11.0,-11.0,0.0
0,189,Tuna,0.0,-4.0,4.0
1,189,Salmon,29.0,-43.0,14.0
2,189,Clown,11.0,-11.0,0.0
0,190,Tuna,0.0,-4.0,4.0
1,190,Salmon,29.0,-43.0,14.0
2,190,Clown,11.0,-11.0,0.0
0,191,Tuna,0.0,-5.0,5.0
1,191,Salmon,29.0,-43.0,14.0
2,191,Clown,11.0,-11.0,0.0
0,192,Tuna,0.0,-6.0,6.0
1,192,Salmon,28.0,-42.0,14.0
2,192,Clown,11.0,-11.0,0.0
0,193,Tuna,0.0,-6.0,6.0
1,193,Salmon,28.0,-42.0,14.0
2,193,Clown,11.0,-11.0,0.0
0,194,Tuna,1.0,-7.0,6.0
1,194,Salmon,28.0,-42.0,14.0
2,194,Clown,11.0,-11.0,0.0
0,195,Tuna,1.0,-7.0,6.0
1,195,Salmon,29.0,-43.0,14.0
2,195,Clown,11.0,-11.0,0.0
0,196,Tuna,1.0,-7.0,6.0
1,196,Salmon,29.0,-43.0,14.0
2,196,Clown,11.0,-11.0,0.0
0,197,Tuna,1.0,-6.0,5.0
1,197,Salmon,29.0,-44.0,15.0
2,197,Clown,11.0,-11.0,0.0
0,198,Tuna,1.0,-6.0,5.0
1,198,Salmon,30.0,-45.0,15.0
2,198,Clown,10.0,-10.0,0.0
0,199,Tuna,1.0,-6.0,5.0
1,199,Salmon,30.0,-45.0,15.0
2,199,Clown,10.0,-10.0,0.0
0,200,Tuna,1.0,-6.0,5.0
1,200,Salmon,29.0,-44.0,15.0
2,200,Clown,10.0,-10.0,0.0
0,201,Tuna,1.0,-6.0,5.0
1,201,Salmon,30.0,-46.0,16.0
2,201,Clown,10.0,-10.0,0.0
0,202,Tuna,1.0,-7.0,6.0
1,202,Salmon,30.0,-46.0,16.0
2,202,Clown,10.0,-10.0,0.0
0,203,Tuna,1.0,-6.0,5.0
1,203,Salmon,29.0,-45.0,16.0
2,203,Clown,10.0,-10.0,0.0
0,204,Tuna,1.0,-6.0,5.0
1,204,Salmon,28.0,-44.0,16.0
2,204,Clown,9.0,-9.0,0.0
0,205,Tuna,1.0,-6.0,5.0
1,205,Salmon,28.0,-44.0,16.0
2,205,Clown,9.0,-9.0,0.0
0,206,Tuna,1.0,-6.0,5.0
1,206,Salmon,28.0,-44.0,16.0
2,206,Clown,9.0,-9.0,0.0
0,207,Tuna,1.0,-6.0,5.0
1,207,Salmon,28.0,-43.0,15.0
2,207,Clown,9.0,-9.0,0.0
0,208,Tuna,1.0,-7.0,6.0
1,208,Salmon,29.0,-45.0,16.0
2,208,Clown,9.0,-9.0,0.0
0,209,Tuna,1.0,-7.0,6.0
1,209,Salmon,30.0,-46.0,16.0
2,209,Clown,10.0,-10.0,0.0
0,210,Tuna,1.0,-7.0,6.0
1,210,Salmon,29.0,-45.0,16.0
2,210,Clown,10.0,-10.0,0.0
0,211,Tuna,1.0,-7.0,6.0
1,211,Salmon,28.0,-44.0,16.0
2,211,Clown,11.0,-11.0,0.0
0,212,Tuna,1.0,-7.0,6.0
1,212,Salmon,28.0,-44.0,16.0
2,212,Clown,11.0,-11.0,0.0
0,213,Tuna,1.0,-7.0,6.0
1,213,Salmon,28.0,-44.0,16.0
2,213,Clown,11.0,-11.0,0.0
0,214,Tuna,1.0,-7.0,6.0
1,214,Salmon,28.0,-44.0,16.0
2,214,Clown,11.0,-11.0,0.0
0,215,Tuna,1.0,-7.0,6.0
