,Time,Type,Zone1,Zone2,Zone3,Zone4
0,2557,Tuna,-18.0,-3.0,-89.0,110.0
1,2557,Salmon,-94.0,211.0,-223.0,106.0
2,2557,Clown,195.0,24.0,267.0,-486.0
0,2558,Tuna,-19.0,-2.0,-90.0,111.0
1,2558,Salmon,-94.0,212.0,-223.0,105.0
2,2558,Clown,192.0,27.0,264.0,-483.0
0,2559,Tuna,-18.0,-2.0,-90.0,110.0
1,2559,Salmon,-94.0,212.0,-224.0,106.0
2,2559,Clown,192.0,27.0,264.0,-483.0
0,2560,Tuna,-18.0,-2.0,-90.0,110.0
1,2560,Salmon,-96.0,212.0,-222.0,106.0
2,2560,Clown,192.0,27.0,264.0,-483.0
0,2561,Tuna,-19.0,-2.0,-92.0,113.0
1,2561,Salmon,-97.0,212.0,-221.0,106.0
2,2561,Clown,192.0,27.0,264.0,-483.0
0,2562,Tuna,-20.0,-3.0,-91.0,114.0
1,2562,Salmon,-97.0,213.0,-222.0,106.0
2,2562,Clown,192.0,27.0,264.0,-483.0
0,2563,Tuna,-20.0,-2.0,-92.0,114.0
1,2563,Salmon,-97.0,213.0,-222.0,106.0
2,2563,Clown,192.0,27.0,264.0,-483.0
0,2564,Tuna,-21.0,-2.0,-91.0,114.0
1,2564,Salmon,-96.0,211.0,-221.0,106.0
2,2564,Clown,189.0,30.0,261.0,-480.0
0,2565,Tuna,-22.0,-1.0,-92.0,115.0
1,2565,Salmon,-96.0,211.0,-221.0,106.0
2,2565,Clown,189.0,30.0,261.0,-480.0
0,2566,Tuna,-22.0,0.0,-93.0,115.0
1,2566,Salmon,-96.0,210.0,-219.0,105.0
2,2566,Clown,189.0,30.0,258.0,-477.0
0,2567,Tuna,-21.0,0.0,-93.0,114.0
1,2567,Salmon,-96.0,209.0,-219.0,106.0
2,2567,Clown,189.0,30.0,258.0,-477.0
0,2568,Tuna,-21.0,0.0,-93.0,114.0
1,2568,Salmon,-98.0,209.0,-219.0,108.0
2,2568,Clown,189.0,30.0,258.0,-477.0
0,2569,Tuna,-22.0,0.0,-93.0,115.0
1,2569,Salmon,-98.0,209.0,-219.0,108.0
2,2569,Clown,189.0,30.0,258.0,-477.0
0,2570,Tuna,-22.0,0.0,-93.0,115.0
1,2570,Salmon,-98.0,209.0,-217.0,106.0
2,2570,Clown,189.0,27.0,261.0,-477.0
0,2571,Tuna,-22.0,0.0,-92.0,114.0
1,2571,Salmon,-98.0,207.0,-215.0,106.0
2,2571,Clown,189.0,27.0,261.0,-477.0
0,2572,Tuna,-22.0,0.0,-92.0,114.0
1,2572,Salmon,-99.0,208.0,-214.0,105.0
2,2572,Clown,189.0,27.0,261.0,-477.0
0,2573,Tuna,-23.0,1.0,-93.0,115.0
1,2573,Salmon,-100.0,209.0,-214.0,105.0
2,2573,Clown,189.0,27.0,264.0,-480.0
0,2574,Tuna,-23.0,1.0,-93.0,115.0
1,2574,Salmon,-101.0,208.0,-212.0,105.0
2,2574,Clown,189.0,24.0,267.0,-480.0
0,2575,Tuna,-23.0,1.0,-93.0,115.0
1,2575,Salmon,-101.0,208.0,-212.0,105.0
2,2575,Clown,189.0,24.0,267.0,-480.0
0,2576,Tuna,-24.0,1.0,-93.0,116.0
1,2576,Salmon,-102.0,209.0,-213.0,106.0
2,2576,Clown,189.0,24.0,267.0,-480.0
0,2577,Tuna,-23.0,1.0,-91.0,113.0
1,2577,Salmon,-102.0,209.0,-213.0,106.0
2,2577,Clown,189.0,24.0,267.0,-480.0
0,2578,Tuna,-22.0,1.0,-91.0,112.0
1,2578,Salmon,-104.0,211.0,-213.0,106.0
2,2578,Clown,189.0,24.0,267.0,-480.0
0,2579,Tuna,-22.0,1.0,-90.0,111.0
1,2579,Salmon,-104.0,211.0,-212.0,105.0
2,2579,Clown,189.0,21.0,270.0,-480.0
0,2580,Tuna,-22.0,1.0,-89.0,110.0
1,2580,Salmon,-105.0,213.0,-214.0,106.0
2,2580,Clown,189.0,21.0,270.0,-480.0
0,2581,Tuna,-21.0,1.0,-88.0,108.0
1,2581,Salmon,-105.0,214.0,-214.0,105.0
2,2581,Clown,189.0,21.0,270.0,-480.0
0,2582,Tuna,-21.0,1.0,-88.0,108.0
1,2582,Salmon,-105.0,214.0,-213.0,104.0
2,2582,Clown,189.0,21.0,270.0,-480.0
0,2583,Tuna,-21.0,1.0,-88.0,108.0
1,2583,Salmon,-104.0,215.0,-214.0,103.0
2,2583,Clown,189.0,21.0,267.0,-477.0
0,2584,Tuna,-19.0,1.0,-87.0,105.0
1,2584,Salmon,-105.0,215.0,-213.0,103.0
2,2584,Clown,189.0,21.0,267.0,-477.0
0,2585,Tuna,-19.0,1.0,-87.0,105.0
1,2585,Salmon,-106.0,215.0,-213.0,104.0
2,2585,Clown,189.0,21.0,267.0,-477.0
0,2586,Tuna,-19.0,1.0,-87.0,105.0
1,2586,Salmon,-105.0,217.0,-214.0,102.0
2,2586,Clown,189.0,21.0,267.0,-477.0
0,2587,Tuna,-19.0,1.0,-87.0,105.0
1,2587,Salmon,-106.0,217.0,-212.0,101.0
2,2587,Clown,189.0,21.0,267.0,-477.0
0,2588,Tuna,-19.0,1.0,-87.0,105.0
1,2588,Salmon,-107.0,218.0,-213.0,102.0
2,2588,Clown,189.0,21.0,267.0,-477.0
0,2589,Tuna,-19.0,1.0,-88.0,106.0
1,2589,Salmon,-108.0,219.0,-213.0,102.0
2,2589,Clown,189.0,21.0,267.0,-477.0
0,2590,Tuna,-18.0,1.0,-88.0,105.0
1,2590,Salmon,-108.0,219.0,-213.0,102.0
2,2590,Clown,189.0,21.0,267.0,-477.0
0,2591,Tuna,-16.0,0.0,-88.0,104.0
1,2591,Salmon,-109.0,220.0,-213.0,102.0
2,2591,Clown,189.0,21.0,267.0,-477.0
0,2592,Tuna,-16.0,0.0,-88.0,104.0
1,2592,Salmon,-109.0,220.0,-214.0,103.0
2,2592,Clown,189.0,21.0,267.0,-477.0
0,2593,Tuna,-15.0,0.0,-88.0,103.0
1,2593,Salmon,-109.0,220.0,-214.0,103.0
2,2593,Clown,189.0,21.0,267.0,-477.0
0,2594,Tuna,-15.0,0.0,-90.0,105.0
1,2594,Salmon,-109.0,220.0,-215.0,104.0
2,2594,Clown,189.0,21.0,267.0,-477.0
0,2595,Tuna,-15.0,0.0,-90.0,105.0
1,2595,Salmon,-109.0,220.0,-216.0,105.0
2,2595,Clown,189.0,21.0,264.0,-474.0
0,2596,Tuna,-15.0,0.0,-89.0,104.0
1,2596,Salmon,-109.0,220.0,-215.0,104.0
2,2596,Clown,189.0,21.0,264.0,-474.0
0,2597,Tuna,-15.0,0.0,-89.0,104.0
1,2597,Salmon,-109.0,220.0,-215.0,104.0
2,2597,Clown,189.0,21.0,264.0,-474.0
0,2598,Tuna,-15.0,1.0,-90.0,104.0
1,2598,Salmon,-108.0,220.0,-216.0,104.0
2,2598,Clown,189.0,21.0,261.0,-471.0
0,2599,Tuna,-15.0,1.0,-90.0,104.0
1,2599,Salmon,-109.0,221.0,-218.0,106.0
2,2599,Clown,192.0,21.0,264.0,-477.0
0,2600,Tuna,-15.0,1.0,-90.0,104.0
1,2600,Salmon,-109.0,221.0,-217.0,105.0
2,2600,Clown,192.0,21.0,264.0,-477.0
0,2601,Tuna,-15.0,1.0,-92.0,106.0
1,2601,Salmon,-108.0,221.0,-218.0,105.0
2,2601,Clown,192.0,21.0,264.0,-477.0
0,2602,Tuna,-15.0,1.0,-92.0,106.0
1,2602,Salmon,-109.0,221.0,-219.0,107.0
2,2602,Clown,195.0,21.0,264.0,-480.0
0,2603,Tuna,-15.0,1.0,-93.0,107.0
1,2603,Salmon,-110.0,221.0,-218.0,107.0
2,2603,Clown,195.0,21.0,264.0,-480.0
0,2604,Tuna,-16.0,1.0,-92.0,107.0
1,2604,Salmon,-110.0,222.0,-219.0,107.0
2,2604,Clown,195.0,21.0,264.0,-480.0
0,2605,Tuna,-16.0,1.0,-92.0,107.0
1,2605,Salmon,-110.0,223.0,-218.0,105.0
2,2605,Clown,195.0,21.0,264.0,-480.0
0,2606,Tuna,-16.0,1.0,-93.0,108.0
1,2606,Salmon,-110.0,223.0,-218.0,105.0
2,2606,Clown,195.0,21.0,264.0,-480.0
0,2607,Tuna,-17.0,2.0,-93.0,108.0
1,2607,Salmon,-111.0,223.0,-218.0,106.0
2,2607,Clown,195.0,21.0,264.0,-480.0
0,2608,Tuna,-17.0,2.0,-94.0,109.0
1,2608,Salmon,-111.0,224.0,-218.0,105.0
2,2608,Clown,195.0,21.0,267.0,-483.0
0,2609,Tuna,-17.0,2.0,-94.0,109.0
1,2609,Salmon,-111.0,223.0,-216.0,104.0
2,2609,Clown,192.0,21.0,267.0,-480.0
0,2610,Tuna,-17.0,2.0,-94.0,109.0
1,2610,Salmon,-113.0,223.0,-216.0,106.0
2,2610,Clown,192.0,21.0,267.0,-480.0
0,2611,Tuna,-17.0,2.0,-94.0,109.0
1,2611,Salmon,-113.0,223.0,-216.0,106.0
2,2611,Clown,192.0,21.0,267.0,-480.0
0,2612,Tuna,-17.0,2.0,-95.0,110.0
1,2612,Salmon,-114.0,223.0,-216.0,107.0
2,2612,Clown,192.0,21.0,267.0,-480.0
0,2613,Tuna,-19.0,2.0,-94.0,111.0
1,2613,Salmon,-114.0,223.0,-216.0,107.0
2,2613,Clown,192.0,21.0,267.0,-480.0
0,2614,Tuna,-19.0,2.0,-94.0,111.0
1,2614,Salmon,-116.0,223.0,-216.0,109.0
2,2614,Clown,192.0,21.0,267.0,-480.0
0,2615,Tuna,-19.0,2.0,-94.0,111.0
1,2615,Salmon,-118.0,223.0,-216.0,111.0
2,2615,Clown,189.0,21.0,267.0,-477.0
0,2616,Tuna,-19.0,2.0,-94.0,111.0
1,2616,Salmon,-118.0,223.0,-216.0,111.0
2,2616,Clown,189.0,21.0,267.0,-477.0
0,2617,Tuna,-19.0,2.0,-93.0,110.0
1,2617,Salmon,-118.0,223.0,-216.0,111.0
2,2617,Clown,189.0,21.0,267.0,-477.0
0,2618,Tuna,-19.0,2.0,-93.0,110.0
1,2618,Salmon,-119.0,223.0,-217.0,113.0
2,2618,Clown,183.0,21.0,267.0,-471.0
0,2619,Tuna,-19.0,2.0,-93.0,110.0
1,2619,Salmon,-119.0,223.0,-216.0,112.0
2,2619,Clown,180.0,21.0,267.0,-468.0
0,2620,Tuna,-20.0,2.0,-93.0,111.0
1,2620,Salmon,-122.0,224.0,-216.0,114.0
2,2620,Clown,183.0,21.0,267.0,-471.0
0,2621,Tuna,-21.0,2.0,-94.0,113.0
1,2621,Salmon,-122.0,224.0,-217.0,115.0
2,2621,Clown,183.0,21.0,267.0,-471.0
0,2622,Tuna,-20.0,2.0,-94.0,112.0
1,2622,Salmon,-123.0,223.0,-217.0,117.0
2,2622,Clown,183.0,21.0,267.0,-471.0
0,2623,Tuna,-21.0,2.0,-93.0,112.0
1,2623,Salmon,-122.0,223.0,-218.0,117.0
2,2623,Clown,180.0,21.0,267.0,-468.0
0,2624,Tuna,-21.0,2.0,-93.0,112.0
1,2624,Salmon,-124.0,225.0,-218.0,117.0
2,2624,Clown,180.0,21.0,267.0,-468.0
0,2625,Tuna,-21.0,2.0,-93.0,112.0
1,2625,Salmon,-124.0,225.0,-220.0,119.0
2,2625,Clown,180.0,21.0,267.0,-468.0
0,2626,Tuna,-21.0,2.0,-93.0,112.0
1,2626,Salmon,-124.0,223.0,-218.0,119.0
2,2626,Clown,186.0,21.0,267.0,-474.0
0,2627,Tuna,-21.0,2.0,-94.0,113.0
1,2627,Salmon,-122.0,222.0,-217.0,117.0
2,2627,Clown,189.0,21.0,267.0,-477.0
0,2628,Tuna,-19.0,2.0,-94.0,111.0
1,2628,Salmon,-123.0,222.0,-219.0,120.0
2,2628,Clown,192.0,21.0,267.0,-480.0
0,2629,Tuna,-19.0,2.0,-94.0,111.0
1,2629,Salmon,-123.0,222.0,-219.0,120.0
2,2629,Clown,189.0,21.0,267.0,-477.0
0,2630,Tuna,-20.0,2.0,-94.0,112.0
1,2630,Salmon,-124.0,223.0,-220.0,121.0
2,2630,Clown,189.0,21.0,267.0,-477.0
0,2631,Tuna,-20.0,2.0,-94.0,112.0
1,2631,Salmon,-125.0,224.0,-220.0,121.0
2,2631,Clown,192.0,21.0,267.0,-480.0
0,2632,Tuna,-20.0,2.0,-94.0,112.0
1,2632,Salmon,-125.0,224.0,-221.0,122.0
2,2632,Clown,192.0,21.0,267.0,-480.0
0,2633,Tuna,-20.0,2.0,-94.0,112.0
1,2633,Salmon,-126.0,224.0,-221.0,123.0
2,2633,Clown,192.0,18.0,270.0,-480.0
0,2634,Tuna,-20.0,2.0,-94.0,112.0
1,2634,Salmon,-127.0,224.0,-220.0,123.0
2,2634,Clown,195.0,15.0,273.0,-483.0
0,2635,Tuna,-19.0,2.0,-94.0,111.0
1,2635,Salmon,-126.0,224.0,-222.0,124.0
2,2635,Clown,195.0,15.0,273.0,-483.0
0,2636,Tuna,-20.0,2.0,-94.0,112.0
1,2636,Salmon,-126.0,224.0,-223.0,125.0
2,2636,Clown,198.0,12.0,273.0,-483.0
0,2637,Tuna,-20.0,2.0,-93.0,111.0
1,2637,Salmon,-125.0,224.0,-223.0,124.0
2,2637,Clown,201.0,12.0,273.0,-486.0
0,2638,Tuna,-20.0,2.0,-93.0,111.0
1,2638,Salmon,-125.0,224.0,-223.0,124.0
2,2638,Clown,204.0,9.0,273.0,-486.0
0,2639,Tuna,-20.0,2.0,-93.0,111.0
1,2639,Salmon,-125.0,225.0,-225.0,125.0
2,2639,Clown,198.0,9.0,273.0,-480.0
0,2640,Tuna,-20.0,2.0,-93.0,111.0
1,2640,Salmon,-126.0,225.0,-225.0,126.0
2,2640,Clown,195.0,9.0,273.0,-477.0
0,2641,Tuna,-19.0,2.0,-92.0,109.0
1,2641,Salmon,-126.0,225.0,-225.0,126.0
2,2641,Clown,198.0,9.0,273.0,-480.0
0,2642,Tuna,-19.0,2.0,-92.0,109.0
1,2642,Salmon,-124.0,224.0,-227.0,127.0
2,2642,Clown,198.0,12.0,270.0,-480.0
0,2643,Tuna,-20.0,2.0,-92.0,110.0
1,2643,Salmon,-125.0,225.0,-227.0,127.0
2,2643,Clown,198.0,12.0,270.0,-480.0
0,2644,Tuna,-20.0,2.0,-92.0,110.0
1,2644,Salmon,-126.0,226.0,-226.0,126.0
2,2644,Clown,198.0,12.0,270.0,-480.0
0,2645,Tuna,-19.0,2.0,-92.0,109.0
1,2645,Salmon,-125.0,226.0,-226.0,125.0
2,2645,Clown,201.0,12.0,270.0,-483.0
0,2646,Tuna,-19.0,2.0,-92.0,109.0
1,2646,Salmon,-125.0,226.0,-227.0,126.0
2,2646,Clown,198.0,12.0,270.0,-480.0
0,2647,Tuna,-19.0,2.0,-92.0,109.0
1,2647,Salmon,-126.0,226.0,-229.0,129.0
2,2647,Clown,195.0,15.0,270.0,-480.0
0,2648,Tuna,-19.0,2.0,-92.0,109.0
1,2648,Salmon,-126.0,226.0,-229.0,129.0
2,2648,Clown,195.0,12.0,273.0,-480.0
0,2649,Tuna,-19.0,2.0,-92.0,109.0
1,2649,Salmon,-126.0,228.0,-230.0,128.0
2,2649,Clown,198.0,9.0,276.0,-483.0
0,2650,Tuna,-20.0,2.0,-92.0,110.0
1,2650,Salmon,-126.0,229.0,-230.0,127.0
2,2650,Clown,198.0,9.0,276.0,-483.0
0,2651,Tuna,-21.0,2.0,-93.0,112.0
1,2651,Salmon,-127.0,229.0,-230.0,128.0
2,2651,Clown,192.0,9.0,276.0,-477.0
0,2652,Tuna,-21.0,2.0,-92.0,111.0
1,2652,Salmon,-128.0,230.0,-229.0,127.0
2,2652,Clown,192.0,9.0,276.0,-477.0
0,2653,Tuna,-21.0,2.0,-92.0,111.0
1,2653,Salmon,-127.0,230.0,-229.0,126.0
2,2653,Clown,192.0,9.0,273.0,-474.0
0,2654,Tuna,-21.0,2.0,-92.0,111.0
1,2654,Salmon,-127.0,229.0,-230.0,128.0
2,2654,Clown,192.0,9.0,273.0,-474.0
0,2655,Tuna,-21.0,2.0,-92.0,111.0
1,2655,Salmon,-126.0,229.0,-230.0,127.0
2,2655,Clown,192.0,9.0,273.0,-474.0
0,2656,Tuna,-21.0,2.0,-92.0,111.0
1,2656,Salmon,-126.0,229.0,-228.0,125.0
2,2656,Clown,189.0,9.0,273.0,-471.0
0,2657,Tuna,-20.0,2.0,-92.0,110.0
1,2657,Salmon,-126.0,229.0,-228.0,125.0
2,2657,Clown,192.0,6.0,273.0,-471.0
0,2658,Tuna,-20.0,2.0,-92.0,110.0
1,2658,Salmon,-126.0,230.0,-228.0,124.0
2,2658,Clown,192.0,6.0,273.0,-471.0
0,2659,Tuna,-21.0,3.0,-91.0,109.0
1,2659,Salmon,-126.0,230.0,-230.0,126.0
2,2659,Clown,192.0,6.0,273.0,-471.0
0,2660,Tuna,-21.0,3.0,-91.0,109.0
1,2660,Salmon,-126.0,231.0,-231.0,126.0
2,2660,Clown,192.0,6.0,273.0,-471.0
0,2661,Tuna,-21.0,3.0,-91.0,109.0
1,2661,Salmon,-126.0,232.0,-231.0,125.0
2,2661,Clown,192.0,6.0,273.0,-471.0
0,2662,Tuna,-21.0,3.0,-91.0,109.0
1,2662,Salmon,-127.0,232.0,-231.0,126.0
2,2662,Clown,192.0,6.0,273.0,-471.0
0,2663,Tuna,-21.0,3.0,-91.0,109.0
1,2663,Salmon,-127.0,233.0,-230.0,124.0
2,2663,Clown,189.0,6.0,273.0,-468.0
0,2664,Tuna,-21.0,3.0,-91.0,109.0
1,2664,Salmon,-129.0,234.0,-231.0,126.0
2,2664,Clown,189.0,6.0,273.0,-468.0
0,2665,Tuna,-21.0,3.0,-90.0,108.0
1,2665,Salmon,-130.0,234.0,-230.0,126.0
2,2665,Clown,189.0,6.0,273.0,-468.0
0,2666,Tuna,-20.0,3.0,-90.0,107.0
1,2666,Salmon,-130.0,234.0,-230.0,126.0
2,2666,Clown,189.0,6.0,273.0,-468.0
0,2667,Tuna,-20.0,3.0,-91.0,108.0
1,2667,Salmon,-130.0,234.0,-230.0,126.0
2,2667,Clown,189.0,6.0,273.0,-468.0
0,2668,Tuna,-20.0,3.0,-90.0,107.0
1,2668,Salmon,-131.0,234.0,-232.0,129.0
2,2668,Clown,189.0,6.0,273.0,-468.0
0,2669,Tuna,-21.0,3.0,-90.0,108.0
1,2669,Salmon,-131.0,233.0,-231.0,129.0
2,2669,Clown,189.0,6.0,273.0,-468.0
0,2670,Tuna,-21.0,3.0,-90.0,108.0
1,2670,Salmon,-131.0,233.0,-231.0,129.0
2,2670,Clown,189.0,6.0,273.0,-468.0
0,2671,Tuna,-21.0,3.0,-91.0,109.0
1,2671,Salmon,-134.0,233.0,-231.0,132.0
2,2671,Clown,189.0,6.0,273.0,-468.0
0,2672,Tuna,-21.0,3.0,-91.0,109.0
1,2672,Salmon,-134.0,233.0,-231.0,132.0
2,2672,Clown,189.0,6.0,273.0,-468.0
0,2673,Tuna,-22.0,3.0,-92.0,111.0
1,2673,Salmon,-133.0,232.0,-230.0,131.0
2,2673,Clown,189.0,6.0,273.0,-468.0
0,2674,Tuna,-22.0,3.0,-92.0,111.0
1,2674,Salmon,-133.0,232.0,-232.0,133.0
2,2674,Clown,186.0,9.0,273.0,-468.0
0,2675,Tuna,-22.0,3.0,-92.0,111.0
1,2675,Salmon,-134.0,233.0,-233.0,134.0
2,2675,Clown,183.0,12.0,273.0,-468.0
0,2676,Tuna,-22.0,3.0,-92.0,111.0
1,2676,Salmon,-135.0,233.0,-233.0,135.0
2,2676,Clown,180.0,12.0,273.0,-465.0
0,2677,Tuna,-22.0,3.0,-92.0,111.0
1,2677,Salmon,-136.0,235.0,-235.0,136.0
2,2677,Clown,177.0,15.0,273.0,-465.0
0,2678,Tuna,-23.0,3.0,-92.0,112.0
1,2678,Salmon,-138.0,236.0,-237.0,139.0
2,2678,Clown,174.0,18.0,273.0,-465.0
0,2679,Tuna,-24.0,3.0,-92.0,113.0
1,2679,Salmon,-137.0,236.0,-237.0,138.0
2,2679,Clown,177.0,15.0,273.0,-465.0
0,2680,Tuna,-24.0,3.0,-92.0,113.0
1,2680,Salmon,-137.0,236.0,-237.0,138.0
2,2680,Clown,177.0,15.0,273.0,-465.0
0,2681,Tuna,-24.0,3.0,-93.0,114.0
1,2681,Salmon,-138.0,235.0,-236.0,139.0
2,2681,Clown,177.0,15.0,273.0,-465.0
0,2682,Tuna,-24.0,3.0,-93.0,114.0
1,2682,Salmon,-138.0,236.0,-237.0,139.0
2,2682,Clown,174.0,18.0,273.0,-465.0
0,2683,Tuna,-24.0,3.0,-93.0,114.0
1,2683,Salmon,-139.0,236.0,-237.0,140.0
2,2683,Clown,174.0,18.0,273.0,-465.0
0,2684,Tuna,-24.0,3.0,-92.0,113.0
1,2684,Salmon,-138.0,236.0,-237.0,139.0
2,2684,Clown,171.0,21.0,273.0,-465.0
0,2685,Tuna,-24.0,3.0,-93.0,114.0
1,2685,Salmon,-140.0,236.0,-237.0,141.0
2,2685,Clown,171.0,24.0,270.0,-465.0
0,2686,Tuna,-24.0,3.0,-92.0,113.0
1,2686,Salmon,-140.0,237.0,-239.0,142.0
2,2686,Clown,171.0,24.0,270.0,-465.0
0,2687,Tuna,-24.0,3.0,-93.0,114.0
1,2687,Salmon,-139.0,236.0,-239.0,142.0
2,2687,Clown,168.0,27.0,270.0,-465.0
0,2688,Tuna,-24.0,3.0,-93.0,114.0
1,2688,Salmon,-138.0,236.0,-239.0,141.0
2,2688,Clown,168.0,27.0,270.0,-465.0
0,2689,Tuna,-24.0,3.0,-92.0,113.0
1,2689,Salmon,-136.0,235.0,-239.0,140.0
2,2689,Clown,168.0,27.0,270.0,-465.0
0,2690,Tuna,-23.0,3.0,-92.0,112.0
1,2690,Salmon,-136.0,235.0,-239.0,140.0
2,2690,Clown,168.0,27.0,270.0,-465.0
0,2691,Tuna,-23.0,3.0,-91.0,111.0
1,2691,Salmon,-137.0,237.0,-240.0,140.0
2,2691,Clown,168.0,27.0,270.0,-465.0
0,2692,Tuna,-23.0,3.0,-91.0,111.0
1,2692,Salmon,-137.0,237.0,-240.0,140.0
2,2692,Clown,168.0,27.0,270.0,-465.0
0,2693,Tuna,-24.0,3.0,-91.0,112.0
1,2693,Salmon,-134.0,235.0,-242.0,141.0
2,2693,Clown,168.0,27.0,270.0,-465.0
0,2694,Tuna,-24.0,3.0,-92.0,113.0
1,2694,Salmon,-134.0,235.0,-242.0,141.0
2,2694,Clown,168.0,27.0,270.0,-465.0
0,2695,Tuna,-23.0,4.0,-93.0,112.0
1,2695,Salmon,-134.0,236.0,-245.0,143.0
2,2695,Clown,168.0,27.0,270.0,-465.0
0,2696,Tuna,-23.0,4.0,-94.0,113.0
1,2696,Salmon,-135.0,236.0,-246.0,145.0
2,2696,Clown,168.0,27.0,270.0,-465.0
0,2697,Tuna,-23.0,4.0,-94.0,113.0
1,2697,Salmon,-135.0,236.0,-246.0,145.0
2,2697,Clown,165.0,30.0,273.0,-468.0
0,2698,Tuna,-23.0,4.0,-94.0,113.0
1,2698,Salmon,-135.0,237.0,-247.0,145.0
2,2698,Clown,165.0,30.0,276.0,-471.0
0,2699,Tuna,-23.0,4.0,-94.0,113.0
1,2699,Salmon,-135.0,237.0,-247.0,145.0
2,2699,Clown,165.0,30.0,276.0,-471.0
0,2700,Tuna,-24.0,4.0,-94.0,114.0
1,2700,Salmon,-136.0,237.0,-248.0,147.0
2,2700,Clown,165.0,30.0,276.0,-471.0
0,2701,Tuna,-24.0,4.0,-94.0,114.0
1,2701,Salmon,-136.0,237.0,-248.0,147.0
2,2701,Clown,162.0,33.0,276.0,-471.0
0,2702,Tuna,-24.0,4.0,-94.0,114.0
1,2702,Salmon,-136.0,237.0,-248.0,147.0
2,2702,Clown,162.0,33.0,276.0,-471.0
0,2703,Tuna,-24.0,4.0,-94.0,114.0
1,2703,Salmon,-136.0,236.0,-247.0,147.0
2,2703,Clown,162.0,33.0,276.0,-471.0
0,2704,Tuna,-24.0,4.0,-95.0,115.0
1,2704,Salmon,-136.0,236.0,-247.0,147.0
2,2704,Clown,162.0,33.0,276.0,-471.0
0,2705,Tuna,-22.0,4.0,-95.0,113.0
1,2705,Salmon,-136.0,236.0,-247.0,147.0
2,2705,Clown,162.0,33.0,276.0,-471.0
0,2706,Tuna,-22.0,4.0,-95.0,113.0
1,2706,Salmon,-137.0,237.0,-246.0,146.0
2,2706,Clown,162.0,33.0,276.0,-471.0
0,2707,Tuna,-22.0,4.0,-95.0,113.0
1,2707,Salmon,-139.0,237.0,-246.0,148.0
2,2707,Clown,162.0,33.0,276.0,-471.0
0,2708,Tuna,-22.0,4.0,-95.0,113.0
1,2708,Salmon,-139.0,237.0,-246.0,148.0
2,2708,Clown,162.0,33.0,276.0,-471.0
0,2709,Tuna,-22.0,4.0,-95.0,113.0
1,2709,Salmon,-139.0,237.0,-246.0,148.0
2,2709,Clown,162.0,33.0,276.0,-471.0
0,2710,Tuna,-22.0,4.0,-95.0,113.0
1,2710,Salmon,-139.0,238.0,-246.0,147.0
2,2710,Clown,165.0,33.0,276.0,-474.0
0,2711,Tuna,-22.0,4.0,-95.0,113.0
1,2711,Salmon,-139.0,238.0,-246.0,147.0
2,2711,Clown,165.0,33.0,276.0,-474.0
0,2712,Tuna,-22.0,4.0,-96.0,114.0
1,2712,Salmon,-141.0,239.0,-246.0,148.0
2,2712,Clown,165.0,33.0,276.0,-474.0
0,2713,Tuna,-22.0,4.0,-97.0,115.0
1,2713,Salmon,-142.0,239.0,-247.0,150.0
2,2713,Clown,165.0,33.0,276.0,-474.0
0,2714,Tuna,-22.0,4.0,-97.0,115.0
1,2714,Salmon,-142.0,239.0,-247.0,150.0
2,2714,Clown,165.0,33.0,276.0,-474.0
0,2715,Tuna,-22.0,4.0,-97.0,115.0
1,2715,Salmon,-142.0,239.0,-247.0,150.0
2,2715,Clown,168.0,30.0,276.0,-474.0
0,2716,Tuna,-23.0,4.0,-96.0,115.0
1,2716,Salmon,-142.0,240.0,-248.0,150.0
2,2716,Clown,168.0,30.0,276.0,-474.0
0,2717,Tuna,-23.0,4.0,-96.0,115.0
1,2717,Salmon,-143.0,240.0,-247.0,150.0
2,2717,Clown,168.0,30.0,273.0,-471.0
0,2718,Tuna,-23.0,4.0,-95.0,114.0
1,2718,Salmon,-143.0,240.0,-247.0,150.0
2,2718,Clown,168.0,30.0,273.0,-471.0
0,2719,Tuna,-24.0,4.0,-95.0,115.0
1,2719,Salmon,-143.0,239.0,-245.0,149.0
2,2719,Clown,168.0,30.0,273.0,-471.0
0,2720,Tuna,-24.0,4.0,-95.0,115.0
1,2720,Salmon,-143.0,239.0,-245.0,149.0
2,2720,Clown,168.0,30.0,273.0,-471.0
0,2721,Tuna,-25.0,4.0,-95.0,116.0
1,2721,Salmon,-143.0,239.0,-244.0,148.0
2,2721,Clown,168.0,30.0,273.0,-471.0
0,2722,Tuna,-25.0,4.0,-95.0,116.0
1,2722,Salmon,-143.0,239.0,-245.0,149.0
2,2722,Clown,165.0,30.0,273.0,-468.0
0,2723,Tuna,-26.0,4.0,-95.0,117.0
1,2723,Salmon,-143.0,239.0,-245.0,149.0
2,2723,Clown,165.0,30.0,273.0,-468.0
0,2724,Tuna,-27.0,5.0,-95.0,117.0
1,2724,Salmon,-143.0,239.0,-246.0,150.0
2,2724,Clown,165.0,30.0,273.0,-468.0
0,2725,Tuna,-27.0,5.0,-95.0,117.0
1,2725,Salmon,-142.0,238.0,-246.0,150.0
2,2725,Clown,165.0,30.0,273.0,-468.0
0,2726,Tuna,-27.0,5.0,-95.0,117.0
1,2726,Salmon,-140.0,238.0,-246.0,148.0
2,2726,Clown,165.0,30.0,273.0,-468.0
